淘宝ID,卖家昵称,商家编码,标题,图片地址,促销活动,价格,促销价格,总销量,月销量,库存,收藏数,SKU数,抓取日期
13793890750,newbalance旗舰店,KV576OPY,New Balance新百伦 魔术贴童鞋大/中童仿皮面复古鞋KV576OPY包邮,http://img04.taobaocdn.com/bao/uploaded/i4/T1qV50XoJfXXaNd0g9_102735.jpg,,0.0,0.0,0,0,0,0,0,2012-10-16
13999002815,newbalance旗舰店,,,,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-19
13999002815,newbalance旗舰店,AWSP1315,NewBalance/新百伦 女款梭织长裤 休闲运动裤 AWSP1315 特价包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1GIaWXftnXXcsuLM9_103351.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-18
13999002815,newbalance旗舰店,AWSP1315,NewBalance/新百伦 女款梭织长裤 休闲运动裤 AWSP1315 特价包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1GIaWXftnXXcsuLM9_103351.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-17
13999002815,newbalance旗舰店,AWSP1315,NewBalance/新百伦 女款梭织长裤 休闲运动裤 AWSP1315 特价包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1GIaWXftnXXcsuLM9_103351.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-16
16466903385,newbalance旗舰店,,,,,0.0,,0,0,0,-1,0,2012-10-19
16466903385,newbalance旗舰店,M3090GL1,New Balance/新百伦 男鞋 专业超轻科技跑步鞋M3090GL1 新品,http://img02.taobaocdn.com/bao/uploaded/i2/T1_f6wXjtaXXcs8xM4_052932.jpg,,0.0,0.0,0,-2,2,0,0,2012-10-18
16466903385,newbalance旗舰店,M3090GL1,New Balance/新百伦 男鞋 专业超轻科技跑步鞋M3090GL1 新品,http://img02.taobaocdn.com/bao/uploaded/i2/T1_f6wXjtaXXcs8xM4_052932.jpg,,0.0,0.0,1,-1,-1,4,0,2012-10-17
16466903385,newbalance旗舰店,M3090GL1,New Balance/新百伦 男鞋 专业超轻科技跑步鞋M3090GL1 新品,http://img02.taobaocdn.com/bao/uploaded/i2/T1_f6wXjtaXXcs8xM4_052932.jpg,,0.0,0.0,0,0,0,0,0,2012-10-16
13999050653,newbalance旗舰店,,,,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-19
13999050653,newbalance旗舰店,AMSP2104,NewBalance/新百伦 男款 休闲运动裤 针织长裤 AMSP2104特价包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1jwWWXnRdXXbdKjs9_103828.jpg,新款特惠,0.0,0.0,1,1,-1,1,0,2012-10-18
